feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.1,0.0,"[100, 10]",wasserstein,0.906479,35.368198
0.1,0.0,"[50, 50]",wasserstein,0.903784,35.400267
0.1,0.0,"[50, 25]",wasserstein,0.903784,35.442272
0.1,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.892367,50.790176
0.1,0.0,"[10, 100]",wasserstein,0.892239,35.074666
0.1,0.5,"[50, 50]",wasserstein,0.891341,35.638001
0.1,0.5,"[50, 25]",wasserstein,0.891341,35.597162
0.1,0.35,"[50, 50]",wasserstein,0.891084,35.826094
0.1,0.35,"[50, 25]",wasserstein,0.891084,35.995511
0.1,0.35,"[100, 10]",wasserstein,0.890443,36.226511
0.1,0.5,"[100, 10]",wasserstein,0.889416,35.441999
0.1,0.5,"[25, 25]",wasserstein,0.888903,35.45524
0.1,0.5,"[25, 50]",wasserstein,0.888903,35.315933
0.1,0.0,"[100, 10]","['wasserstein', 'jm']",0.887235,50.506743
0.1,0.5,"[10, 100]",wasserstein,0.885568,35.098142
0.1,0.2,"[100, 10]",wasserstein,0.883002,36.532091
0.1,0.0,"[100, 10]",jm,0.882232,36.987356
0.1,0.35,"[25, 25]",wasserstein,0.881976,35.808772
0.1,0.35,"[25, 50]",wasserstein,0.881976,35.811586
0.1,0.35,"[25, 25]","['wasserstein', 'jm']",0.880821,49.803907
0.1,0.2,"[50, 50]",wasserstein,0.880436,36.286453
0.1,0.2,"[50, 25]",wasserstein,0.880436,36.569321
0.1,0.2,"[25, 25]",wasserstein,0.880051,36.218219
0.1,0.2,"[25, 50]",wasserstein,0.880051,36.193769
0.1,0.5,"[100, 10]",jm,0.877486,37.266258
0.1,0.35,"[25, 50]","['wasserstein', 'jm']",0.877357,50.760685
0.1,0.0,"[25, 25]","['wasserstein', 'jm']",0.877101,50.626334
0.1,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.876459,51.107727
0.1,0.0,"[50, 50]",jm,0.87569,36.6846
0.1,0.0,"[50, 25]",jm,0.87569,36.688881
0.1,0.35,"[100, 10]",jm,0.875305,37.68749
0.1,0.0,"[100, 10]","['wasserstein', 'hellinger']",0.875176,49.901067
0.1,0.5,"[25, 25]",jm,0.87338,36.215518
0.1,0.5,"[25, 50]",jm,0.87338,36.370391
0.1,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.873252,56.439308
0.1,0.35,"[10, 100]",wasserstein,0.873124,35.351109
0.1,0.0,"[25, 50]","['wasserstein', 'jm']",0.872482,50.996671
0.1,0.0,"[10, 100]","['jm', 'hellinger']",0.872097,50.736497
0.1,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.871456,57.638916
0.1,0.2,"[25, 25]",jm,0.870558,36.580689
0.1,0.2,"[25, 50]",jm,0.870558,36.53181
